EmployeeID,Age,AgeGroup,Gender,Department,JobRole,Salary,SalaryGroup,ExperienceYears,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,EmployeeSatisfaction,PerformanceRating,OverTime,DistanceFromHome,Attrition
E1273,39,31-40,Female,IT,HR Specialist,32087,Low Salary,18,4,1,3,4,1,Yes,26,Yes
E1274,27,20-30,Female,HR,Executive,20704,Low Salary,5,4,1,3,3,1,No,19,No
E1275,26,20-30,Female,Finance,Sales Executive,75576,Medium Salary,6,3,5,4,4,2,No,9,No
E1276,22,20-30,Female,Research & Development,Engineer,88384,High Salary,0,2,4,1,4,2,Yes,20,No
E1277,36,31-40,Male,HR,HR Specialist,102128,High Salary,16,1,2,2,4,3,No,42,No
E1278,52,51+,Male,Finance,Engineer,87460,High Salary,25,2,3,1,1,1,No,45,No
E1279,31,31-40,Male,HR,Executive,42208,Medium Salary,10,5,4,5,5,3,No,50,Yes
E1280,41,41-50,Female,HR,Sales Executive,100150,High Salary,17,4,3,2,3,4,No,16,No
E1281,41,41-50,Female,IT,Engineer,81024,High Salary,21,5,4,1,2,3,No,17,No
E1282,49,41-50,Female,Finance,Engineer,54882,Medium Salary,23,4,1,4,5,5,Yes,22,No
E1283,57,51+,Male,Research & Development,Manager,40923,Medium Salary,37,4,5,4,1,2,No,13,No
E1284,57,51+,Female,Research & Development,Engineer,116477,High Salary,32,5,3,2,4,2,No,12,No
E1285,27,20-30,Female,Finance,Manager,44165,Medium Salary,2,5,4,5,2,1,No,10,Yes
E1286,46,41-50,Female,IT,Sales Executive,82203,High Salary,24,2,5,4,3,1,Yes,1,No
E1287,46,41-50,Male,Sales,HR Specialist,106749,High Salary,21,5,3,4,5,4,Yes,32,No
E1288,53,51+,Female,HR,HR Specialist,19114,Low Salary,30,2,2,5,5,4,No,30,No
E1289,40,31-40,Male,IT,Sales Executive,79965,Medium Salary,19,2,4,1,2,5,No,8,No
E1290,49,41-50,Female,Finance,Sales Executive,51321,Medium Salary,28,2,2,4,1,1,No,21,Yes
E1291,52,51+,Male,HR,Analyst,88297,High Salary,28,4,1,3,3,1,No,22,No
E1292,47,41-50,Male,Research & Development,Sales Executive,111652,High Salary,23,4,2,4,2,4,Yes,18,Yes
E1293,52,51+,Male,Sales,Engineer,114304,High Salary,31,5,2,1,4,4,Yes,2,No
E1294,24,20-30,Female,Research & Development,HR Specialist,40426,Medium Salary,0,4,4,1,3,4,No,48,Yes
E1295,38,31-40,Female,Finance,Executive,32772,Low Salary,14,5,1,2,5,2,Yes,44,No
E1296,23,20-30,Male,HR,HR Specialist,118754,High Salary,1,4,2,3,2,3,Yes,9,Yes
E1297,54,51+,Male,Finance,Manager,18712,Low Salary,29,1,5,1,5,3,No,3,Yes
E1298,36,31-40,Female,HR,HR Specialist,16367,Low Salary,15,1,3,5,5,1,No,26,No
E1299,47,41-50,Female,IT,Analyst,106736,High Salary,20,5,2,3,5,2,Yes,21,No
E1300,49,41-50,Male,Sales,Sales Executive,66924,Medium Salary,25,4,1,3,1,4,No,30,Yes
E1301,48,41-50,Female,IT,Sales Executive,18726,Low Salary,27,4,2,5,5,1,No,28,Yes
E1302,25,20-30,Female,IT,HR Specialist,104152,High Salary,2,2,3,4,4,2,Yes,36,Yes
E1303,54,51+,Female,Finance,Executive,42723,Medium Salary,34,3,1,5,4,5,No,26,No
E1304,60,51+,Female,Sales,Executive,118110,High Salary,35,5,4,5,3,2,No,34,No
E1305,56,51+,Male,HR,Analyst,115494,High Salary,35,3,1,4,5,1,No,8,Yes
E1306,43,41-50,Female,HR,Manager,24108,Low Salary,23,3,4,4,5,3,No,10,No
E1307,48,41-50,Female,Research & Development,HR Specialist,92714,High Salary,24,5,1,4,2,4,No,48,No
E1308,50,41-50,Male,HR,Sales Executive,50643,Medium Salary,30,4,3,4,1,5,Yes,43,No
E1309,54,51+,Male,Finance,HR Specialist,46324,Medium Salary,29,5,3,4,3,2,No,50,No
E1310,52,51+,Female,IT,Analyst,118896,High Salary,31,3,1,5,5,1,No,14,No
E1311,40,31-40,Female,IT,Engineer,98360,High Salary,17,4,2,2,2,1,No,40,Yes
E1312,51,51+,Female,IT,Engineer,23927,Low Salary,25,1,3,2,1,4,No,15,No
E1313,42,41-50,Female,Sales,Analyst,108680,High Salary,18,5,4,1,3,1,Yes,17,No
E1314,52,51+,Male,HR,Sales Executive,111546,High Salary,31,5,4,2,3,1,No,18,No
E1315,22,20-30,Male,Finance,Analyst,37443,Low Salary,0,4,5,2,5,4,No,32,No
E1316,37,31-40,Male,Sales,Sales Executive,94973,High Salary,13,1,4,5,3,5,Yes,38,No
E1317,44,41-50,Female,Research & Development,Executive,78449,Medium Salary,22,1,5,4,2,3,No,23,No
E1318,50,41-50,Female,Finance,Analyst,91743,High Salary,30,4,1,4,3,3,No,46,No
E1319,22,20-30,Female,Finance,Sales Executive,75233,Medium Salary,0,2,1,5,4,2,No,23,No
E1320,59,51+,Female,Finance,Analyst,40537,Medium Salary,34,5,1,2,2,5,Yes,35,No
E1321,43,41-50,Male,IT,Analyst,116293,High Salary,21,5,2,5,1,2,No,39,Yes
E1322,51,51+,Male,Finance,Sales Executive,92576,High Salary,24,3,2,1,1,3,Yes,15,No
E1323,41,41-50,Female,HR,Sales Executive,37612,Low Salary,20,4,5,4,5,4,Yes,24,No
E1324,42,41-50,Male,Finance,Manager,108977,High Salary,19,3,4,3,5,1,No,28,Yes
E1325,21,20-30,Female,IT,Analyst,21471,Low Salary,0,3,4,1,4,3,Yes,16,Yes
E1326,46,41-50,Female,Finance,Engineer,50631,Medium Salary,26,1,1,1,1,5,Yes,16,No
E1327,21,20-30,Male,Research & Development,Analyst,107059,High Salary,0,5,3,5,1,3,Yes,40,No
E1328,45,41-50,Female,Research & Development,Analyst,46348,Medium Salary,19,3,2,2,1,5,Yes,39,No
E1329,36,31-40,Female,IT,Sales Executive,79732,Medium Salary,15,1,2,4,1,5,Yes,6,Yes
E1330,59,51+,Male,HR,Analyst,16177,Low Salary,35,4,1,3,3,5,No,2,No
E1331,52,51+,Female,HR,HR Specialist,19760,Low Salary,32,3,2,1,2,2,Yes,13,No
E1332,28,20-30,Female,Sales,Analyst,47779,Medium Salary,7,5,1,3,2,4,Yes,44,No
E1333,58,51+,Male,IT,HR Specialist,36636,Low Salary,34,3,5,2,4,3,Yes,47,No
E1334,48,41-50,Female,Finance,Engineer,96889,High Salary,25,4,4,2,3,4,No,9,No
E1335,45,41-50,Male,IT,Sales Executive,68551,Medium Salary,20,3,3,3,1,1,No,34,No
E1336,54,51+,Female,Sales,Analyst,26556,Low Salary,33,5,4,4,1,3,No,17,No
E1337,44,41-50,Male,IT,HR Specialist,42598,Medium Salary,19,1,4,2,5,4,No,27,No
E1338,43,41-50,Male,IT,HR Specialist,26563,Low Salary,16,5,5,3,5,4,No,29,No
E1339,32,31-40,Male,Sales,HR Specialist,61819,Medium Salary,11,1,2,1,4,1,Yes,37,No
E1340,26,20-30,Female,HR,Executive,88770,High Salary,3,2,3,3,1,5,Yes,43,No
E1341,55,51+,Male,Finance,Manager,106055,High Salary,30,5,2,3,4,3,No,22,No
E1342,39,31-40,Male,Sales,Engineer,41966,Medium Salary,17,5,4,5,3,3,Yes,24,Yes
E1343,20,20-30,Male,Research & Development,Analyst,96709,High Salary,0,4,1,2,2,1,No,7,No
E1344,27,20-30,Male,HR,Executive,74889,Medium Salary,5,3,4,4,1,5,Yes,34,No
E1345,35,31-40,Male,Research & Development,Analyst,41987,Medium Salary,11,1,2,4,3,3,No,48,No
E1346,33,31-40,Female,HR,Analyst,93714,High Salary,10,1,4,5,1,3,Yes,12,No
E1347,31,31-40,Female,Finance,Sales Executive,119874,High Salary,9,4,1,4,5,3,Yes,23,Yes
E1348,42,41-50,Female,Finance,Sales Executive,73348,Medium Salary,21,4,5,3,4,5,No,15,Yes
E1349,34,31-40,Female,IT,Sales Executive,39596,Low Salary,10,3,2,5,5,1,No,33,No
E1350,47,41-50,Female,Research & Development,Executive,48174,Medium Salary,23,3,4,1,2,3,No,13,No
E1351,53,51+,Female,HR,Analyst,79106,Medium Salary,31,5,2,2,5,4,No,23,Yes
E1352,21,20-30,Female,Finance,Manager,84967,High Salary,0,2,5,2,1,5,Yes,38,No
E1353,51,51+,Male,Sales,Engineer,74182,Medium Salary,29,3,4,2,5,2,Yes,32,No
E1354,42,41-50,Female,Finance,Sales Executive,108300,High Salary,15,4,4,3,1,1,Yes,45,No
E1355,41,41-50,Male,Sales,Sales Executive,102163,High Salary,18,3,2,1,2,4,Yes,50,No
E1356,44,41-50,Male,HR,Analyst,54310,Medium Salary,24,1,2,5,5,3,Yes,35,No
E1357,41,41-50,Female,Finance,Analyst,71088,Medium Salary,19,2,1,5,4,2,Yes,1,No
E1358,41,41-50,Male,Finance,Executive,23906,Low Salary,15,5,5,2,4,1,No,47,No
E1359,25,20-30,Male,HR,Executive,51914,Medium Salary,0,1,1,1,4,5,Yes,45,Yes
E1360,34,31-40,Male,Finance,Sales Executive,60379,Medium Salary,12,1,4,1,5,2,No,5,No
E1361,56,51+,Male,Sales,Analyst,93612,High Salary,31,2,2,1,5,2,No,13,Yes
E1362,52,51+,Female,Finance,Manager,52650,Medium Salary,31,5,4,4,5,4,No,5,Yes
E1363,27,20-30,Female,Research & Development,Engineer,61881,Medium Salary,1,4,4,4,1,1,No,32,No
E1364,24,20-30,Female,IT,Analyst,61413,Medium Salary,0,5,3,2,2,4,Yes,21,No
E1365,58,51+,Female,Sales,Analyst,21012,Low Salary,31,3,3,1,4,4,Yes,24,No
E1366,23,20-30,Female,Research & Development,HR Specialist,65115,Medium Salary,0,1,4,1,1,3,No,18,No
E1367,25,20-30,Female,HR,Executive,22151,Low Salary,0,3,2,5,4,5,No,21,No
E1368,51,51+,Female,Sales,Engineer,72716,Medium Salary,27,4,4,5,1,2,Yes,10,No
E1369,49,41-50,Female,IT,Sales Executive,108747,High Salary,22,3,3,2,5,1,Yes,24,No
E1370,54,51+,Female,IT,Analyst,107653,High Salary,34,5,2,1,4,5,No,40,No
E1371,59,51+,Female,HR,Sales Executive,51378,Medium Salary,38,3,4,2,5,5,Yes,47,Yes
E1372,35,31-40,Male,HR,Analyst,57652,Medium Salary,12,4,5,5,4,1,No,21,No
E1373,32,31-40,Female,Sales,Sales Executive,87430,High Salary,6,4,5,5,3,5,No,25,No
E1374,49,41-50,Male,Finance,Engineer,28467,Low Salary,26,4,4,4,1,3,Yes,23,No
E1375,38,31-40,Male,HR,Executive,46010,Medium Salary,16,5,2,2,3,5,No,22,No
E1376,36,31-40,Male,Finance,Engineer,69691,Medium Salary,14,4,4,2,1,3,No,4,No
E1377,38,31-40,Male,Research & Development,HR Specialist,79157,Medium Salary,15,1,4,1,2,2,Yes,34,No
E1378,47,41-50,Female,IT,Manager,27289,Low Salary,25,4,3,1,4,2,No,6,No
E1379,45,41-50,Male,Finance,Executive,59976,Medium Salary,25,3,5,4,2,4,No,28,No
E1380,56,51+,Female,IT,Engineer,58596,Medium Salary,31,3,3,3,2,3,No,31,Yes
E1381,45,41-50,Female,Finance,HR Specialist,38171,Low Salary,23,3,3,3,1,2,Yes,35,No
E1382,42,41-50,Male,Research & Development,Manager,115441,High Salary,18,5,4,3,3,5,No,39,No
E1383,28,20-30,Female,HR,HR Specialist,101365,High Salary,6,3,3,2,5,1,No,42,No
E1384,31,31-40,Male,Research & Development,Analyst,114590,High Salary,10,5,5,2,1,1,No,23,No
E1385,20,20-30,Male,HR,Analyst,59139,Medium Salary,0,5,3,5,5,3,No,6,No
E1386,20,20-30,Female,HR,Sales Executive,63713,Medium Salary,0,4,5,2,2,4,Yes,16,Yes
E1387,53,51+,Female,IT,Executive,44734,Medium Salary,32,1,3,2,5,5,No,2,No
E1388,51,51+,Male,Research & Development,Analyst,87588,High Salary,27,4,5,2,3,3,No,24,No
E1389,44,41-50,Female,Finance,HR Specialist,78646,Medium Salary,24,4,3,4,1,1,Yes,17,No
E1390,59,51+,Female,Research & Development,Executive,18654,Low Salary,39,5,3,2,3,3,No,45,No
E1391,20,20-30,Female,IT,Analyst,104022,High Salary,0,5,2,1,3,5,Yes,1,No
E1392,35,31-40,Male,HR,Sales Executive,33743,Low Salary,15,3,5,1,1,2,No,6,No
E1393,58,51+,Male,IT,Engineer,63368,Medium Salary,38,3,5,5,3,5,Yes,5,No
E1394,24,20-30,Female,Sales,Sales Executive,105025,High Salary,4,4,5,4,4,2,No,45,No
E1395,41,41-50,Female,Sales,Manager,89172,High Salary,17,2,1,1,4,2,No,50,No
E1396,48,41-50,Female,Finance,Analyst,21441,Low Salary,26,2,3,4,4,2,No,29,No
E1397,22,20-30,Female,IT,Manager,39611,Low Salary,0,3,5,4,5,3,No,12,No
E1398,31,31-40,Female,Finance,Manager,27149,Low Salary,10,2,1,5,3,1,No,39,No
E1399,45,41-50,Male,Finance,HR Specialist,115102,High Salary,25,3,2,4,1,3,Yes,47,No
E1400,35,31-40,Female,Sales,Executive,74189,Medium Salary,9,5,5,2,1,1,No,3,Yes
E1401,56,51+,Male,Finance,HR Specialist,36675,Low Salary,34,4,5,4,5,5,No,48,No
E1402,41,41-50,Female,Sales,Analyst,86031,High Salary,19,1,1,5,1,4,No,1,No
E1403,48,41-50,Male,HR,Manager,57668,Medium Salary,27,4,3,5,4,5,Yes,27,No
E1404,33,31-40,Female,IT,Engineer,28673,Low Salary,9,3,2,5,3,3,No,48,No
E1405,47,41-50,Male,Finance,Manager,91666,High Salary,24,3,5,1,1,3,No,24,No
E1406,24,20-30,Female,Sales,Engineer,103204,High Salary,1,4,3,2,1,1,No,44,No
E1407,49,41-50,Male,Research & Development,HR Specialist,95758,High Salary,27,3,2,1,2,3,Yes,19,No
E1408,24,20-30,Male,Finance,HR Specialist,80429,High Salary,0,2,4,3,2,2,Yes,8,No
E1409,31,31-40,Male,HR,Executive,38669,Low Salary,6,2,4,2,2,3,No,44,No
E1410,35,31-40,Male,HR,Manager,49068,Medium Salary,14,3,2,4,3,1,Yes,47,No
E1411,45,41-50,Male,Research & Development,Sales Executive,103789,High Salary,22,3,1,5,4,1,No,2,No
E1412,45,41-50,Male,Sales,HR Specialist,24435,Low Salary,23,2,2,3,4,2,Yes,30,No
E1413,40,31-40,Female,Finance,HR Specialist,109088,High Salary,16,3,2,2,4,1,No,30,No
E1414,58,51+,Male,Sales,Executive,67249,Medium Salary,35,3,1,1,3,4,No,49,No
E1415,55,51+,Female,HR,Engineer,52384,Medium Salary,33,4,1,5,3,5,No,39,No
E1416,52,51+,Female,Sales,Executive,96929,High Salary,30,1,3,1,2,3,No,45,No
E1417,49,41-50,Female,HR,Manager,91153,High Salary,29,2,3,2,1,4,Yes,32,No
E1418,56,51+,Female,Sales,Analyst,119056,High Salary,32,4,1,2,5,3,Yes,1,No
E1419,42,41-50,Female,Research & Development,Analyst,90388,High Salary,22,1,4,3,5,4,Yes,38,No
E1420,29,20-30,Male,IT,Engineer,46401,Medium Salary,8,3,4,4,1,3,No,13,No
E1421,24,20-30,Male,Research & Development,HR Specialist,86831,High Salary,4,3,2,1,2,2,No,11,No
E1422,55,51+,Male,Research & Development,Engineer,116529,High Salary,29,4,5,3,1,1,No,10,No
E1423,53,51+,Female,IT,HR Specialist,49084,Medium Salary,33,3,2,5,1,1,No,48,Yes
E1424,50,41-50,Male,IT,HR Specialist,70826,Medium Salary,24,5,2,4,5,2,No,26,Yes
E1425,29,20-30,Male,Finance,Analyst,51451,Medium Salary,6,4,5,3,2,4,No,20,No
E1426,38,31-40,Male,Finance,Engineer,22227,Low Salary,13,1,1,1,3,5,Yes,17,No
E1427,51,51+,Male,Research & Development,Executive,46910,Medium Salary,24,4,4,2,5,4,Yes,17,Yes
E1428,20,20-30,Male,Research & Development,HR Specialist,51041,Medium Salary,0,2,2,5,3,1,No,4,No
E1429,24,20-30,Female,HR,Sales Executive,103920,High Salary,2,4,5,1,2,5,No,5,No
E1430,23,20-30,Male,HR,Sales Executive,80681,High Salary,0,3,3,4,1,3,Yes,23,No
E1431,35,31-40,Female,Finance,Executive,118314,High Salary,9,3,2,4,4,5,No,46,No
E1432,43,41-50,Female,Finance,Sales Executive,96571,High Salary,19,5,4,2,4,4,No,10,No
E1433,35,31-40,Female,HR,Manager,80481,High Salary,15,5,1,2,2,2,No,46,No
E1434,21,20-30,Female,HR,HR Specialist,83576,High Salary,0,5,2,5,4,3,Yes,28,Yes
E1435,47,41-50,Female,Sales,Executive,79174,Medium Salary,23,1,2,5,3,4,Yes,33,No
E1436,51,51+,Male,Sales,Engineer,41160,Medium Salary,26,5,5,2,4,3,No,43,No
E1437,46,41-50,Male,HR,HR Specialist,32633,Low Salary,19,1,3,2,2,5,No,26,No
E1438,39,31-40,Male,Sales,Executive,109880,High Salary,14,5,3,4,2,1,No,50,No
E1439,43,41-50,Female,IT,Analyst,32014,Low Salary,16,1,1,2,3,4,Yes,48,No
E1440,31,31-40,Male,Finance,Engineer,95532,High Salary,11,4,4,3,4,2,Yes,29,No
E1441,54,51+,Male,Finance,Analyst,64104,Medium Salary,33,4,1,1,4,5,No,27,No
E1442,52,51+,Female,HR,HR Specialist,56621,Medium Salary,32,3,2,2,1,4,No,18,No
E1443,52,51+,Female,Research & Development,Engineer,92231,High Salary,29,1,2,5,5,2,No,40,No
E1444,56,51+,Female,HR,Sales Executive,83388,High Salary,30,2,3,3,2,4,No,10,No
E1445,31,31-40,Female,Sales,Executive,31014,Low Salary,9,3,4,5,1,5,Yes,42,No
E1446,22,20-30,Male,Research & Development,HR Specialist,107578,High Salary,1,4,5,3,2,4,No,5,No
E1447,20,20-30,Female,Sales,Manager,48755,Medium Salary,0,1,4,2,1,3,No,10,No
E1448,52,51+,Female,IT,Engineer,55390,Medium Salary,28,5,2,1,5,5,Yes,50,No
E1449,59,51+,Male,Sales,Engineer,38711,Low Salary,38,2,5,5,1,4,No,21,No
E1450,29,20-30,Male,IT,HR Specialist,106658,High Salary,3,4,4,3,2,1,Yes,24,Yes
E1451,48,41-50,Female,IT,HR Specialist,72993,Medium Salary,21,3,4,4,4,4,Yes,38,No
E1452,32,31-40,Male,Sales,Analyst,89696,High Salary,11,1,5,2,2,3,Yes,3,No
E1453,31,31-40,Female,Sales,Sales Executive,42213,Medium Salary,4,2,2,1,3,2,Yes,40,Yes
E1454,50,41-50,Female,IT,Analyst,119956,High Salary,24,1,4,2,3,2,Yes,31,Yes
E1455,21,20-30,Male,Research & Development,Analyst,72784,Medium Salary,1,5,5,4,3,2,No,41,No
E1456,54,51+,Male,IT,Sales Executive,22421,Low Salary,28,3,2,1,3,1,No,37,Yes
E1457,42,41-50,Female,Finance,Manager,101936,High Salary,21,1,5,4,5,3,No,2,Yes
E1458,36,31-40,Female,IT,Analyst,114073,High Salary,12,4,5,2,4,5,Yes,2,No
E1459,45,41-50,Female,Research & Development,Analyst,32727,Low Salary,20,3,4,3,4,2,Yes,39,Yes
E1460,27,20-30,Male,Finance,Engineer,19358,Low Salary,6,4,2,2,2,3,No,49,No
E1461,48,41-50,Female,HR,Sales Executive,80108,High Salary,22,1,4,2,1,4,No,42,No
E1462,45,41-50,Female,HR,Executive,109018,High Salary,20,3,1,2,2,1,Yes,44,No
E1463,29,20-30,Female,Research & Development,Manager,47117,Medium Salary,3,4,1,5,2,3,No,34,No
E1464,45,41-50,Female,IT,Manager,103700,High Salary,21,5,2,4,2,3,No,42,No
E1465,53,51+,Female,Sales,Sales Executive,46910,Medium Salary,27,5,5,4,2,5,No,20,No
E1466,60,51+,Male,Research & Development,HR Specialist,113032,High Salary,40,1,4,4,4,3,No,33,No
E1467,26,20-30,Female,Finance,HR Specialist,70754,Medium Salary,4,3,4,5,1,5,Yes,4,No
E1468,23,20-30,Female,Finance,Engineer,77438,Medium Salary,0,2,2,3,2,1,No,45,No
E1469,30,20-30,Female,HR,Engineer,44371,Medium Salary,3,3,2,2,4,1,Yes,44,No
E1470,48,41-50,Female,Finance,Sales Executive,66501,Medium Salary,27,5,1,3,2,4,No,11,No
E1471,55,51+,Male,Research & Development,Engineer,75946,Medium Salary,33,4,3,5,3,5,Yes,42,No
E1472,44,41-50,Male,Finance,Manager,53467,Medium Salary,18,2,2,4,2,5,No,47,No
E1473,40,31-40,Male,Research & Development,Manager,32625,Low Salary,16,1,3,2,2,2,Yes,5,No
E1474,55,51+,Female,Sales,Executive,48893,Medium Salary,34,2,2,1,5,2,No,25,No
E1475,29,20-30,Female,HR,HR Specialist,91329,High Salary,3,1,5,1,3,4,No,49,No
E1476,56,51+,Male,Finance,Sales Executive,46007,Medium Salary,31,2,5,3,1,1,No,37,Yes
E1477,28,20-30,Male,Research & Development,Analyst,106302,High Salary,5,1,1,4,2,2,No,34,No
E1478,43,41-50,Male,IT,HR Specialist,54532,Medium Salary,17,1,1,1,1,3,No,9,No
E1479,54,51+,Female,HR,Analyst,69253,Medium Salary,32,2,3,3,3,1,No,6,No
E1480,54,51+,Female,Sales,Executive,27323,Low Salary,33,2,2,5,2,3,No,18,Yes
E1481,55,51+,Male,Research & Development,Executive,88379,High Salary,33,1,4,3,5,5,No,14,No
E1482,37,31-40,Male,Sales,Engineer,29210,Low Salary,16,5,1,3,4,1,No,19,No
E1483,58,51+,Male,Sales,Executive,31456,Low Salary,32,2,4,3,5,4,No,14,No
E1484,51,51+,Female,Finance,Executive,46367,Medium Salary,31,3,4,2,5,5,No,40,No
E1485,43,41-50,Female,Finance,Analyst,69624,Medium Salary,18,4,2,3,4,5,No,17,No
E1486,42,41-50,Female,Research & Development,Engineer,25106,Low Salary,16,1,3,3,4,3,No,35,No
E1487,51,51+,Male,IT,Executive,118493,High Salary,24,1,2,2,4,5,No,29,No
E1488,56,51+,Male,Research & Development,HR Specialist,83008,High Salary,34,4,1,2,2,2,No,42,No
E1489,31,31-40,Female,IT,Executive,87240,High Salary,8,5,4,5,1,1,Yes,17,No
E1490,32,31-40,Male,Sales,Engineer,79315,Medium Salary,9,4,2,4,1,2,No,43,No
E1491,42,41-50,Female,HR,Sales Executive,84249,High Salary,18,2,2,1,4,3,No,8,No
E1492,44,41-50,Male,Research & Development,Engineer,85587,High Salary,23,4,2,1,5,3,No,1,Yes
E1493,54,51+,Male,Research & Development,Analyst,25756,Low Salary,32,1,1,3,3,1,No,45,No
E1494,60,51+,Male,IT,Sales Executive,83011,High Salary,36,4,3,5,4,5,Yes,36,No
E1495,49,41-50,Male,Sales,HR Specialist,51378,Medium Salary,27,3,2,3,5,4,No,7,No
E1496,36,31-40,Female,Sales,Manager,19255,Low Salary,9,2,1,1,5,3,No,46,No
E1497,39,31-40,Male,IT,Engineer,29484,Low Salary,18,4,4,2,2,1,No,5,No
E1498,44,41-50,Female,Sales,Analyst,71549,Medium Salary,18,1,5,4,2,4,Yes,24,No
E1499,41,41-50,Female,Finance,HR Specialist,49503,Medium Salary,15,2,1,5,1,5,No,28,No
E1500,32,31-40,Female,HR,Sales Executive,88794,High Salary,9,1,5,2,1,3,No,43,No
E1501,38,31-40,Male,Research & Development,HR Specialist,115732,High Salary,12,5,2,4,3,1,Yes,17,No
E1502,55,51+,Female,HR,Engineer,60113,Medium Salary,29,3,2,5,3,1,Yes,37,Yes
E1503,31,31-40,Female,Research & Development,Executive,89069,High Salary,4,5,1,5,3,1,Yes,20,No
E1504,60,51+,Female,Finance,Engineer,113117,High Salary,40,3,5,1,3,3,No,3,No
E1505,38,31-40,Male,Sales,Manager,20249,Low Salary,15,4,2,2,5,4,Yes,37,No
E1506,31,31-40,Male,IT,Engineer,34201,Low Salary,7,2,4,5,5,1,Yes,26,No
E1507,28,20-30,Female,Finance,Sales Executive,73576,Medium Salary,3,4,3,5,1,5,No,15,No
E1508,26,20-30,Male,HR,Sales Executive,24686,Low Salary,6,3,3,4,2,1,Yes,48,Yes
E1509,47,41-50,Female,IT,Engineer,68363,Medium Salary,23,3,2,1,2,4,Yes,8,No
E1510,33,31-40,Female,Sales,Sales Executive,112543,High Salary,12,3,5,3,4,3,No,13,No
E1511,50,41-50,Male,Finance,Executive,15661,Low Salary,30,1,2,1,5,1,No,48,No
E1512,38,31-40,Female,IT,HR Specialist,59843,Medium Salary,11,2,5,3,3,1,No,3,No
E1513,35,31-40,Male,Finance,Engineer,110673,High Salary,11,4,4,2,3,5,No,1,No
E1514,24,20-30,Male,Finance,Executive,75963,Medium Salary,3,4,5,2,4,5,No,9,Yes
E1515,54,51+,Female,Sales,HR Specialist,57828,Medium Salary,31,5,2,5,2,1,No,31,No
E1516,31,31-40,Male,Research & Development,HR Specialist,63604,Medium Salary,6,3,4,2,3,1,Yes,41,No
E1517,44,41-50,Male,IT,Executive,25526,Low Salary,23,3,1,5,2,5,Yes,26,No
E1518,40,31-40,Female,Sales,Analyst,83910,High Salary,14,3,3,1,4,4,No,17,No
E1519,55,51+,Female,Finance,Engineer,40592,Medium Salary,33,4,2,2,2,2,No,34,No
E1520,42,41-50,Male,Sales,HR Specialist,43982,Medium Salary,21,5,2,1,2,2,No,9,No
E1521,35,31-40,Male,Research & Development,HR Specialist,15207,Low Salary,14,1,2,1,2,1,No,13,Yes
E1522,58,51+,Female,IT,Sales Executive,115969,High Salary,33,2,4,2,3,5,No,5,No
E1523,58,51+,Male,Research & Development,HR Specialist,103733,High Salary,36,1,1,1,1,3,Yes,41,No
E1524,33,31-40,Male,HR,Executive,113936,High Salary,7,4,5,2,5,3,Yes,13,No
E1525,50,41-50,Male,IT,HR Specialist,83619,High Salary,26,3,1,2,2,2,No,1,No
E1526,24,20-30,Male,Research & Development,Analyst,44328,Medium Salary,0,2,4,2,2,4,No,25,Yes
E1527,54,51+,Male,Finance,Engineer,61479,Medium Salary,33,4,2,3,2,2,No,47,No
E1528,42,41-50,Male,IT,Engineer,35103,Low Salary,15,4,3,1,1,1,Yes,4,No
E1529,48,41-50,Male,IT,HR Specialist,54891,Medium Salary,21,4,2,4,4,4,No,36,No
E1530,30,20-30,Female,Sales,Manager,25754,Low Salary,8,2,5,2,3,3,No,10,No
E1531,37,31-40,Female,Finance,Manager,114983,High Salary,15,2,3,1,1,5,Yes,28,No
E1532,31,31-40,Female,HR,Executive,96437,High Salary,5,5,2,5,2,5,No,6,No
E1533,28,20-30,Female,Research & Development,Manager,113540,High Salary,3,5,3,2,1,1,No,27,No
E1534,29,20-30,Female,Sales,Executive,87982,High Salary,6,1,1,2,1,2,Yes,12,No
E1535,36,31-40,Male,Research & Development,Sales Executive,117747,High Salary,12,2,4,4,1,1,No,48,No
E1536,57,51+,Male,HR,Executive,70922,Medium Salary,32,2,2,3,4,5,Yes,3,Yes
E1537,26,20-30,Male,HR,Manager,63231,Medium Salary,6,2,5,3,5,3,No,46,Yes
E1538,32,31-40,Male,IT,HR Specialist,44301,Medium Salary,8,5,1,2,3,5,Yes,33,No
E1539,59,51+,Female,HR,Sales Executive,106652,High Salary,34,4,2,1,4,4,No,10,No
E1540,28,20-30,Male,Research & Development,Manager,77711,Medium Salary,4,3,1,5,4,5,No,31,No
E1541,46,41-50,Male,Finance,Executive,56323,Medium Salary,23,5,5,5,5,5,No,15,No
E1542,21,20-30,Female,Finance,Analyst,33752,Low Salary,1,2,2,1,4,4,No,7,No
E1543,24,20-30,Male,IT,Engineer,112912,High Salary,0,5,5,2,1,2,No,36,No
E1544,48,41-50,Male,Research & Development,Manager,97205,High Salary,21,1,3,5,1,5,No,14,No
E1545,56,51+,Female,Research & Development,Executive,113452,High Salary,33,2,5,3,2,1,No,48,No
E1546,57,51+,Male,HR,Sales Executive,28395,Low Salary,31,1,3,1,4,5,No,14,No
E1547,38,31-40,Male,Research & Development,Manager,100957,High Salary,18,2,2,4,2,1,No,3,No
E1548,27,20-30,Male,Sales,Manager,71273,Medium Salary,6,5,3,2,3,4,No,49,No
